incidentnum,incidentname,lat,long,state,area_km2,cause,sdoy,sday,smonth,syear,edoy,eday,emonth,eyear,report_length,costs,fatalities,home.destroyed,home.threat,max.aerial,tot.aerial,max.pers,tot.pers,max.agency.support
AR-ARS-D-7,HILL TOP,36.163889,-93.25,AR,1.50947878,Human,317,13,11,2001,321,17,11,2001,4,0,0,0,0,0,0,40,80,2
AR-OUF-010048,SMITH CREEK,34.420833,-93.594722,AR,0.42087344,Human,316,12,11,2001,320,16,11,2001,4,22e3,0,0,0,0,0,29,29,2
AZ-GCP-071,Vista,36.166667,-112.05,AZ,14.80341388,Lightning,196,15,7,2001,276,30,10,2001,80,13e5,0,0,0,0,0,400,996,6
CA-ANF-3734,Stables,34.491667,-118.461667,CA,26.48265184,Human,285,12,10,2001,297,24,10,2001,12,32e5,0,0,1000,1,8,1182,5944,5
CA-BDC-21652,Cypress,0,0,CA,0.202343,Unk,199,18,7,2001,199,18,7,2001,0,0,0,0,0,0,0,100,100,3
CA-BDF-5655,JACKSON,34.2,-117.283333,CA,0.3237488,Human,203,22,7,2001,205,24,7,2001,2,0,0,0,0,0,0,36,36,3
CA-BDF-5746,SHELBY,34.2,-117.39,CA,2.9137392,Human,208,27,7,2001,213,28,8,2001,5,0,0,0,0,0,0,411,1101,6
CA-BDF-6606,MIDWAY,34.2,-117.283333,CA,0.607029,Unk,234,22,8,2001,235,23,8,2001,1,0,0,0,0,2,4,132,143,5
CA-BDF-7589,DEVILS COMPLEX,34.201944,-117.447778,CA,1.416401,Human,266,23,9,2001,269,26,9,2001,3,55e4,0,1,20,0,0,486,1602,8
CA-BDF-7604,DUNCAN,34.200278,-117.384722,CA,0.404686,Human,267,24,9,2001,268,25,9,2001,1,0,0,0,50,2,4,336,672,5
CA-BDF-7610,DRY,33.708333,-116.71,CA,0.2832802,Human,267,24,9,2001,269,26,9,2001,2,0,0,0,0,0,0,291,313,5
CA-BDU-010282,Silo,37.001111,-118.3175,CA,0.1618744,Unk,327,23,11,2001,328,24,11,2001,1,0,0,0,0,0,0,133,173,3
CA-BTU-10696,Poe,39.691667,-121.458333,CA,33.72248438,Unk,249,6,9,2001,258,15,9,2001,9,714e4,0,48,400,3,13,2183,26308,6
CA-BTU-12700,70,39.833611,-121.4175,CA,6.92417746,Human,297,24,10,2001,302,29,10,2001,5,3923709,0,0,290,2,8,1622,10368,7
CA-BTU-9522,LUNT,39.706111,-121.537222,CA,0.202343,Unk,224,12,8,2001,224,12,8,2001,0,0,0,0,20,1,1,177,389,3
CA-BTU-9834,Honey,39.784722,-121.601111,CA,0.0202343,Unk,231,19,8,2001,231,19,8,2001,0,25e3,0,0,40,0,0,150,150,4
ca-cdf-009,,0,0,CA,0,Lightning,199,18,7,2001,199,18,7,2001,0,0,0,0,0,0,0,0,0,0
CA-CNF-1658,OROSCO,34.168611,-116.936111,CA,3.6826426,Unk,226,14,8,2001,227,15,8,2001,1,375e3,0,0,0,2,6,575,1740,7
CA-CZU-004714,Mar-Monte,0,0,CA,0.0202343,Human,214,2,8,2001,215,3,8,2001,1,0,0,0,0,0,0,83,166,3
CA-CZU-004850,Zayante,0,0,CA,0.00809372,Unk,219,7,8,2001,221,9,8,2001,2,2e4,0,0,1,0,0,90,180,2
CA-CZU-6367,Love Creek,0,0,CA,0.01618744,Unk,285,12,10,2001,289,16,10,2001,4,0,0,0,0,0,0,4,4,1
CA-CZU-6430,Portola,0,0,CA,0.21853044,Unk,287,14,10,2001,292,19,10,2001,5,2e4,0,0,0,0,0,150,276,1
CA-ENF-12745,STAR,39.035833,-120.467222,CA,67.82942046,Unk,237,25,8,2001,265,31,9,2001,28,285e5,0,1,8,0,0,2322,74827,10
CA-HUU-3658,Randall,40.201389,-124.268611,CA,0.2428116,Human,232,20,8,2001,235,23,8,2001,3,275e3,0,0,0,0,0,189,489,7
CA-INF-773,Crater,37.851389,-118.966667,CA,22.662416,Lightning,224,12,8,2001,227,15,8,2001,3,75e4,0,0,0,3,11,348,1853,8
CA-KNF-3902,Happy Camp Complex,41.793056,-123.379444,CA,34.39831,Lightning,257,14,9,2001,283,30,10,2001,26,8e6,0,0,0,0,0,1243,31816,11
CA-KNP-0064-01,Burnt,36.954167,-118.7,CA,7.66070598,Lightning,211,30,7,2001,325,29,11,2001,114,22625,0,0,0,0,0,4,35,1
CA-KNP-0091,Tar Fire,36.418333,-118.683333,CA,7.66070598,Lightning,247,4,9,2001,300,28,10,2001,53,0,0,0,0,0,0,42,166,3
CA-LAC-1165397,Glenoaks,34.316667,-118.45,CA,0.10926522,Unk,232,20,8,2001,233,21,8,2001,1,0,0,0,0,2,4,317,634,4
CA-LAC-1165613,Leona,34.6,-118.266667,CA,0.1416401,Unk,232,20,8,2001,233,21,8,2001,1,0,0,0,50,0,0,274,822,1
CA-LAC-170524,SLOAN,0,0,CA,8.00873594,Unk,240,27,8,2000,240,28,8,2001,0,782e3,0,1,100,0,0,372,445,4
CA-LMU-01992,GRASSHOPPER,40.785278,-120.734167,CA,5.463261,Lightning,208,27,7,2001,221,31,8,2001,13,64e4,0,0,0,0,0,92,201,4
CA-LMU-02154,LIGHTNING PLAN,40.134722,-120.684444,CA,0,Lightning,220,8,8,2001,226,14,8,2001,6,0,0,0,0,0,0,296,2240,2
CA-LNF-2010,HAT,40.678333,-121.438333,CA,0.16996812,Human,209,28,7,2001,212,31,7,2001,3,0,0,0,0,0,0,0,0,0
CA-LNU-5540,Stony Point,38.25,-122.641667,CA,0.0809372,Human,206,25,7,2001,230,25,8,2001,24,0,0,1,0,0,0,206,412,3
CA-LNU-5608,High,38.955556,-122.516667,CA,0.0607029,Unk,208,27,7,2001,210,29,7,2001,2,0,0,0,0,0,0,153,179,3
CA-LPF-1504,Santa Paula,34.45,-119.0725,CA,0.7689034,Human,258,15,9,2001,273,30,9,2001,15,25e4,0,0,0,1,3,422,1088,4
CA-LPF-1757,JUNK YARD,34.685556,-119.305556,CA,0.202343,Lightning,306,26,11,2001,306,26,11,2001,0,0,0,0,3,0,0,87,261,1
CA-MDF-582,DEER,41.596667,-121.148333,CA,0.404686,Lightning,220,8,8,2001,230,18,8,2001,10,0,0,0,0,0,0,55,165,1
CA-MDF-596,Modoc Complex,41.596667,-121.9825,CA,21.71949762,Lightning,220,8,8,2001,232,20,8,2001,12,6e6,0,0,0,1,20,1366,23786,9
CA-MDF-621,BLUE COMPLEX,41.41,-120.316667,CA,153.578337,Lightning,221,9,8,2001,241,29,8,2001,20,155e5,0,0,25,0,0,1596,41118,11
CA-MEU-05277,FITCH,0,0,CA,0.02832802,Unk,201,20,7,2001,202,21,7,2001,1,0,0,3,10,0,0,121,121,2
CA-MEU-6258,Medicine,0,0,CA,0.27923334,Unk,231,19,8,2001,232,20,8,2001,1,0,0,2,0,0,0,0,0,0
CA-MEU-6308,GRADE,39.374722,-122.919444,CA,0.1416401,Unk,232,20,8,2001,233,21,8,2001,1,0,0,0,5,0,0,50,50,2
CA-MEU-6552,BUS,39.0225,-123.213611,CA,1.011715,Human,239,27,8,2001,242,30,8,2001,3,9e5,2,2,12,0,0,610,1942,3
CA-MEU-6583,RAGLON,38.918889,-123.285278,CA,0.1821087,Human,240,28,8,2001,242,30,8,2001,2,75e3,0,0,4,0,0,71,150,2
CA-MMU-013600,COULTERVILLE,37.001389,-120.16805600000001,CA,0.607029,Unk,224,12,8,2001,225,13,8,2001,1,516950,0,0,15,2,3,549,942,3
CA-MMU-014026,Creek,37.733333,-120.218889,CA,46.53889,Human,230,18,8,2001,246,31,9,2001,16,77e5,0,13,3000,3,12,2453,34304,9
CA-MMU-12399,BRICEBURG,37.633333,-119.916667,CA,1.76847782,Unk,205,24,7,2001,207,26,7,2001,2,437671,0,0,50,2,7,1060,3405,5
CA-MMU-14176,North Fork,37.252222,-119.516667,CA,4.04686,Unk,232,20,8,2001,233,21,8,2001,1,0,0,2,50,1,3,247,660,7
CA-MNF-0667,TROUGH,39.351667,-122.645833,CA,101.0500942,Unk,220,8,8,2001,254,30,9,2001,34,14e6,0,10,35,0,0,1605,38050,10
CA-MVU-07741,OTAY,32.589444,-116.869722,CA,0.18615556,Human,298,25,10,2001,302,29,10,2001,4,15e3,0,0,0,2,6,88,88,3
CA-MVU-6607,LA CRESTA,32.151111,-116.883333,CA,0.2428116,Unk,259,16,9,2001,260,17,9,2001,1,0,0,0,75,1,1,66,66,4
CA-MVU-8827,BELL,32.597222,-116.5625,CA,4.86432572,Unk,342,8,12,2001,344,10,12,2001,2,3e6,0,5,150,0,0,755,920,7
CA-NEU 19733,Farad,0,0,CA,0.607029,Unk,314,10,11,2001,317,13,11,2001,3,4e4,0,0,0,0,0,100,100,2
CA-NEU-14446,PONDEROSA,39.035556,-120.885833,CA,11.2502708,Human,229,17,8,2001,236,24,8,2001,7,575e4,0,0,200,1,2,2243,12595,8
CA-NOD-2178,SHAFFER,41.885556,-120.333333,CA,4.451546,Lightning,220,8,8,2001,223,11,8,2001,3,0,0,0,0,0,0,139,417,5
CA-NOD-2187,COWHEAD,41.885,-120.333333,CA,2.832802,Lightning,220,8,8,2001,223,11,8,2001,3,0,0,0,0,0,0,73,150,4
CA-NOD-2228,OBSERVATION,40.776944,-120.225,CA,273.972422,Lightning,221,9,8,2001,230,18,8,2001,9,4e6,0,0,13,0,0,949,10510,9
CA-NOD-2261,BUZZ,41.415,-119.865,CA,12.14058,Lightning,222,10,8,2001,227,15,8,2001,5,0,0,0,0,0,0,140,853,5
CA-ORC-44311,San Clemente Fire,33.345833,-117.608333,CA,0.00809372,Unk,213,1,8,2001,215,3,8,2001,2,25e5,0,5,0,0,0,277,307,3
CA-ORC-45623,73 FIRE,33.591667,-117.754167,CA,0.02428116,Unk,219,7,8,2001,220,8,8,2001,1,0,0,0,0,0,0,151,168,3
CA-PNF-954,STREAM,40.166667,-120.633333,CA,14.4068216,Lightning,206,25,7,2001,230,31,8,2001,24,7e6,0,0,3,0,0,1421,14068,10
CA-RRU-067256,Greenriver,0,0,CA,0.3035145,Unk,270,27,9,2001,273,30,9,2001,3,0,0,0,30,2,2,345,345,3
CA-RRU-57787,SHADY,0,0,CA,0.1416401,Unk,232,20,8,2001,232,20,8,2001,0,0,0,0,15,0,0,49,49,2
CA-RRU-58629,Hammack,33.717222,-117.3,CA,0.3237488,Unk,236,24,8,2001,237,25,8,2001,1,0,0,0,6,0,0,121,121,3
CA-RRU-71309,Bautista,33.683333,-116.841667,CA,0.70415364,Human,286,13,10,2001,288,15,10,2001,2,23e4,0,0,0,0,0,298,894,4
CA-SBC-5170,Corral,34.479444,-120.041389,CA,0.5058575,Unk,228,16,8,2001,231,19,8,2001,3,0,0,0,0,2,5,96,192,4
CA-SCU-03376,Del Valle,0,0,CA,0.4653889,Unk,220,8,8,2001,223,11,8,2001,3,721349,0,0,0,0,0,460,536,2
CA-SCU-3482,LLagas,0,0,CA,0.01618744,Unk,225,13,8,2001,227,15,8,2001,2,0,0,0,0,0,0,63,189,3
CA-SCU-4423,Hicks,0,0,CA,0.12949952,Unk,274,1,10,2001,276,3,10,2001,2,0,0,0,0,0,0,8,8,3
CA-SCU-4429,San Ignacio,0,0,CA,0.2428116,Unk,274,1,10,2001,276,3,10,2001,2,0,0,0,0,0,0,67,67,2
CA-SHF-08086,HYAMPOM,40.885556,-123.933889,CA,5.5037296,Human,243,31,8,2001,254,31,9,2001,11,55e5,0,0,75,0,0,1737,14001,9
CA-SHF-6056,BASIN,40.350308,-122.967858,CA,0.404686,Human,205,24,7,2001,230,25,8,2001,25,2e5,0,0,6,0,0,236,616,4
CA-SHU-007419,EAST,40.052222,-122.584167,CA,2.52524064,Unk,221,9,8,2001,225,13,8,2001,4,1229237,0,0,25,1,3,904,5054,7
CA-SHU-07073,POWERHOUSE,40.961111,-121.919444,CA,1.68349376,Unk,209,28,7,2001,215,31,8,2001,6,18e5,0,0,2,0,0,1365,2400,6
CA-SHU-07984,OREGON,40.700278,-122.966944,CA,7.88328328,Human,240,28,8,2001,250,31,9,2001,10,29e5,0,13,300,0,0,1454,16218,6
CA-SHU-8115,FOSTER,40.469167,-122.4675,CA,0.809372,Human,244,1,9,2001,245,2,9,2001,1,0,0,0,0,0,0,50,54,1
CA-SKU-04260,Beswick,42.0075,-122.15,CA,0.2428116,Human,278,5,10,2001,283,10,10,2001,5,0,0,0,0,0,0,156,295,3
CA-SLU-3367,Deer,0,0,CA,0.1214058,Unk,208,27,7,2001,208,27,7,2001,0,0,0,0,0,0,0,144,144,3
CA-SLU-3771,SAN JUAN,35.001667,-120.006111,CA,0.809372,Human,230,18,8,2001,231,19,8,2001,1,0,0,0,0,0,0,72,72,3
CA-SNF-00950,Briceburg,37.633333,-119.916667,CA,2.94611408,Unk,205,24,7,2001,218,31,8,2001,13,55e5,0,0,1,3,20,1410,14127,10
CA-SNF-1184,MUSIC,37.3,-119.5,CA,0.78104398,Unk,229,17,8,2001,233,21,8,2001,4,8e5,0,0,50,0,0,669,4530,6
CA-SNF-1212,North Fork,37.252222,-119.516667,CA,16.88349992,Human,232,20,8,2001,244,31,9,2001,12,5560571,0,2,70,1,2,1855,26902,7
CA-SNF-1436,SILVER,37.5,-119.133333,CA,0.7689034,Lightning,268,25,9,2001,317,31,11,2001,49,186e3,0,0,0,0,0,36,203,2
CA-SQF-2192,CORRAL,35.518333,-118.679722,CA,0.46134204,Unk,218,6,8,2001,222,10,8,2001,4,5e4,0,0,0,2,5,140,594,5
CA-SQF-2468,HIGHWAY,36.755556,-119.091667,CA,16.93206224,Human,231,19,8,2001,242,30,8,2001,11,6615655,0,3,12,4,67,1264,20717,11
CA-SRF-4240,GASQUET COMPLEX,41.846389,-123.721389,CA,0.607029,Lightning,258,15,9,2001,266,23,9,2001,8,4e6,0,0,0,0,0,557,4086,9
CA-STF-1810,White,38.267222,-120.066944,CA,0.7486691,Lightning,231,19,8,2001,234,22,8,2001,3,1e6,0,0,0,0,0,497,4005,9
CA-TCU-005378,SWISS,38.1,0,CA,0,Unk,208,27,7,2001,220,27,8,2001,12,0,0,0,0,0,0,0,0,0
CA-TCU-06632,DARBY,38.150556,-120.366944,CA,57.7891608,Human,248,5,9,2001,267,24,9,2001,19,21526122,0,1,500,3,73,3142,75611,6
CA-TCU-6112,LEONARD,38.218889,-120.683333,CA,20.91012562,Human,231,19,8,2001,240,28,8,2001,9,625e4,0,10,300,2,15,1610,23621,9
CA-TCU-8044,MOORE,38.467778,-120.2675,CA,2.3471788,Unk,300,27,10,2001,309,31,11,2001,9,815752,0,0,0,2,6,718,4687,4
CA-TGU-4253,ELK,39.151944,-122.551667,CA,0.50990436,Human,211,30,7,2001,220,8,8,2001,9,0,0,0,0,1,2,246,492,4
CA-TGU-5628,BOGGS SERIES,39.950278,-122.383611,CA,1.1331208,Human,274,1,10,2001,274,1,10,2001,0,0,0,0,0,0,0,82,82,2
CA-TNF-14107,GAP,39.316111,-120.643889,CA,9.96336932,Human,224,12,8,2001,232,20,8,2001,8,8e6,0,1,25,0,0,1348,12498,9
CA-TNF-15753,TREASURE,39.034722,-120.350278,CA,2.02343,Unk,253,10,9,2001,256,13,9,2001,3,15e5,0,0,18,0,0,990,4838,9
CA-VNC-01045815,Creek,34.425,-119.264167,CA,0.09307778,Unk,242,30,8,2001,244,31,9,2001,2,0,0,0,0,0,0,96,129,4
CA-YNP-1655,HOOVER COMPLEX,37.630278,-119.486944,CA,314.55838094,Lightning,194,13,7,2001,337,31,12,2001,143,777777,0,0,0,1,13,87,2432,7
CO-LSD-348,ECKLUND COMPLEX,40.633333,-108.95,CO,8.7614519,Lightning,198,17,7,2001,201,20,7,2001,3,123e3,0,0,0,0,0,96,217,7
GA-CHF-01116,Chatahoochee Fire Support,0,0,GA,5.01001268,Human,320,16,11,2001,326,22,11,2001,6,1193e3,0,0,0,0,0,192,933,7
GACHF01097,Glass Mine,34.663333,-83.981111,GA,3.7028769,Human,314,10,11,2001,326,22,11,2001,12,644e3,0,0,10,0,0,253,1073,7
ID BOD F226,Doe Flat,42.222222,-115.196111,ID,25.40214022,Lightning,208,27,7,2001,211,30,7,2001,3,0,0,0,0,0,0,136,136,3
ID-BOD-F136,DESERT DUCK,43.278889,-115.826111,ID,3.035145,Human,152,1,6,2001,153,2,6,2001,1,0,0,0,4,0,0,64,64,3
ID-BOD-F137,STRIKE #1,43.005278,-115.983611,ID,1.2949952,Human,152,1,6,2001,153,2,6,2001,1,0,0,0,0,0,0,0,0,0
ID-BOD-F149,DEADMAN GULCH,42.916667,-115.35,ID,4.04686,Human,161,10,6,2001,162,11,6,2001,1,0,0,0,0,0,0,0,0,0
ID-BOD-F150,Reynolds Creek,43.223333,-116.7425,ID,2.02343,Human,161,10,6,2001,162,11,6,2001,1,0,0,0,0,0,0,0,0,0
ID-BOD-F174,NORTH CAN,42.098611,-114.805833,ID,20.2343,Lightning,185,4,7,2001,187,6,7,2001,2,0,0,0,0,0,0,0,0,0
ID-BOD-F179,NOTCH BUTTE,42.6875,-115.171111,ID,40.4686,Lightning,185,4,7,2001,187,6,7,2001,2,0,0,0,0,0,0,68,68,2
ID-BOD-F188,EAST BREAD,43.843333,-116.187778,ID,2.428116,Lightning,191,10,7,2001,193,12,7,2001,2,0,0,0,0,0,0,84,84,4
ID-BOD-F194,Oasis,43.833333,-116.923611,ID,0.404686,Human,193,12,7,2001,193,12,7,2001,0,0,0,0,5,0,0,62,62,2
ID-BOD-F201,Bissel Creek,43.95,-116.606667,ID,4.04686,Lightning,182,1,7,2001,197,16,7,2001,15,0,0,0,1,0,0,16,16,2
ID-BOD-F203,SAND HOLLOW,43.973056,-116.623611,ID,8.79787364,Lightning,195,14,7,2001,197,16,7,2001,2,0,0,0,0,0,0,27,27,3
ID-BOD-F206,Indian Creek,44.1175,-116.603889,ID,12.14058,Lightning,195,14,7,2001,197,16,7,2001,2,0,0,0,0,0,0,31,31,3
ID-BOD-F210,BIG KNOB,42.633889,-115.273611,ID,33.588938,Lightning,196,15,7,2001,198,17,7,2001,2,0,0,0,0,0,0,54,54,2
ID-BOD-F213,NORTH SLATER,43.489444,-116.055,ID,17.32865452,Human,198,17,7,2001,199,18,7,2001,1,0,0,0,5,0,0,115,115,3
ID-BOD-F245,Cold Springs,42.961667,-115.365278,ID,5.54015134,Human,224,12,8,2001,225,13,8,2001,1,0,0,0,0,0,0,40,40,2
ID-BOD-F256,SNOW CREEK,42.09,-115.636667,ID,2.02343,Human,227,15,8,2001,230,18,8,2001,3,4e4,0,0,0,0,0,51,153,2
ID-BOD-F266,Rough Diamonds,43.111389,-116.650556,ID,42.80363822,Human,238,26,8,2001,246,31,9,2001,8,135e4,0,0,50,0,0,346,1693,6
ID-BOD-F279,Cove Road,44.215278,-116.683056,ID,9.307778,Human,253,10,9,2001,255,12,9,2001,2,125e3,0,0,0,0,0,105,140,3
ID-BOF-F199,Frozen Dog,43.857778,-116.445556,ID,4.04686,Lightning,195,14,7,2001,197,16,7,2001,2,0,0,0,6,0,0,117,117,3
ID-CTF-C035,Bloomington,42.180833,-111.576111,ID,0.6474976,Lightning,271,28,9,2001,277,30,10,2001,6,3e5,0,0,0,0,0,126,661,3
ID-CTF-T012,Mosquito,43.495,-111.043333,ID,0.79723142,Lightning,213,1,8,2001,220,8,8,2001,7,0,0,0,0,0,0,174,949,3
ID-CTF-T030,Anderson,44.151389,-111.408333,ID,1.6592126,Lightning,230,18,8,2001,236,24,8,2001,6,7e4,0,0,0,0,0,127,821,4
ID-CTF-T031,ALPINE 2,43.148333,-111.064444,ID,1.9222585,Lightning,230,18,8,2001,236,24,8,2001,6,25e5,0,1,50,0,0,382,1965,7
ID-CWF-018,WALTON,46.480278,-114.678889,ID,1.91821164,Human,240,28,8,2001,248,31,9,2001,8,25e5,0,0,0,0,0,688,3813,7
ID-CWF-020,Two Mile,45.310556,-114.727778,ID,5.50777646,Lightning,256,13,9,2001,284,25,10,2001,28,24e3,0,0,0,0,0,2,4,1
ID-CWF-023,Maple Ridge,46.275833,-114.75,ID,0.83770002,Lightning,256,13,9,2001,284,11,10,2001,28,6e3,0,0,0,0,0,0,0,0
ID-CWF-029,GOOSE,46.904722,-115.030556,ID,0.46134204,Lightning,260,17,9,2001,285,12,10,2001,25,2500,0,0,0,0,0,2,2,1
ID-CWF-033,MAPLE BAR,46.263333,-114.741111,ID,0.607029,Lightning,256,13,9,2001,284,26,10,2001,28,4e3,0,0,0,0,0,2,2,1
ID-CWS-43005,COTTONWOOD CREEK,45.983333,-116.685,ID,5.8072441,Unk,191,10,7,2001,193,12,7,2001,2,3e5,1,0,0,0,0,136,350,6
ID-CWS-43016,NUCRAG,46.271389,-116.59,ID,0.46943576,Human,241,29,8,2001,245,31,9,2001,4,0,0,0,0,0,0,157,471,4
ID-CWS-43029,CORRAL CREEK,46.019167,-116.905833,ID,6.46283542,Human,273,30,9,2001,277,4,10,2001,4,12e4,0,0,0,0,0,141,345,5
ID-EIC-F728,HAY CANYON,42.183333,-112.933333,ID,14.16401,Lightning,224,12,8,2001,238,26,8,2001,14,0,0,0,0,0,0,119,355,3
ID-IFD-F646,Cove 2,42.1,-112.766667,ID,5.665604,Lightning,176,25,6,2001,180,29,6,2001,4,0,0,0,0,0,0,149,149,4
ID-IFD-F695,COW CANYON,42.135278,-112.857778,ID,3.8040484,Lightning,195,14,7,2001,199,18,7,2001,4,0,0,0,0,0,0,120,200,2
ID-IFD-F739,Grover Springs 2,42.018611,-112.428889,ID,10.11715,Lightning,227,15,8,2001,229,17,8,2001,2,0,0,0,0,0,0,73,135,5
ID-IFD-F752,Springfield,43.160278,-112.678333,ID,0.809372,Human,232,20,8,2001,233,21,8,2001,1,0,0,0,2,0,0,18,18,3
ID-IFD-F764,Garden Gap,42.594444,-112.341389,ID,2.1853044,Human,235,23,8,2001,238,26,8,2001,3,0,0,0,0,0,0,64,179,4
ID-IFD-F789,ONEIDA,42.280278,-111.728333,ID,3.16464452,Lightning,264,21,9,2001,267,24,9,2001,3,0,0,0,6,0,0,100,202,6
ID-NPF-027,FOOLHEN,45.883333,-114.9,ID,10.67561668,Lightning,201,20,7,2001,333,29,11,2001,132,25e3,0,0,0,0,0,3,7,1
ID-NPF-030,TACO,45.447778,-116.133889,ID,13.556981,Lightning,216,4,8,2001,283,28,10,2001,67,4e6,0,0,0,0,0,531,7223,8
ID-NPF-050,EARTHQUAKE FIRE,45.843333,-115.984722,ID,5.0990436,Human,252,9,9,2001,288,20,10,2001,36,233e4,0,0,0,0,0,441,3373,6
ID-NPF-053,Double Creek,46.254167,-114.8075,ID,2.80042712,Lightning,256,13,9,2001,289,25,10,2001,33,2200,0,0,0,0,0,4,4,1
ID-NPF-054,BATTLE CREEK,46.239444,-114.646667,ID,2.51310006,Lightning,256,13,9,2001,289,16,10,2001,33,2200,0,0,0,0,0,1,1,1
ID-NPF-055,Rachel,46.231667,-114.761667,ID,1.35974496,Lightning,260,17,9,2001,289,16,10,2001,29,2200,0,0,0,0,0,1,1,1
ID-NPF-056,WEST MAPLE CREEK,46.221389,-114.801111,ID,0.72034108,Lightning,256,13,9,2001,289,16,10,2001,33,2e3,0,0,0,0,0,1,1,1
ID-NPF-064,LONE PINE,46.097778,-115.008056,ID,17.04942118,Lightning,259,16,9,2001,289,28,10,2001,30,13e4,0,0,0,0,0,13,26,1
ID-NPF-083,JEANETTE,46.289167,-114.565833,ID,2.27433532,Lightning,256,13,9,2001,284,11,10,2001,28,6e3,0,0,0,0,0,1,1,1
ID-PAF-016,Elk Creek,45.165,-115.51,ID,10.9669906,Lightning,224,12,8,2001,288,31,10,2001,64,4e6,0,0,0,0,0,333,4754,9
ID-PLS-11010,Lookout Mountain,48.763333,-116.763056,ID,2.02343,Lightning,225,13,8,2001,241,29,8,2001,16,18e5,0,0,0,0,0,309,2411,6
ID-SCF-1010,SNOWSHOE,44.640833,-115.409722,ID,95.69609842,Lightning,201,20,7,2001,320,31,11,2001,119,3e6,0,0,0,0,0,386,3514,9
ID-SCF-1019,Potter Vine,44.679444,-115.104722,ID,1.08860534,Lightning,258,15,9,2001,302,29,10,2001,44,3456600,0,0,0,0,0,2,12,1
ID-SID-414,WILLOW CREEK,43.390833,-114.575278,ID,73.16318194,Human,246,3,9,2001,252,9,9,2001,6,18e5,0,0,30,0,0,493,2737,7
ID-SID-G281,DEVILS CRL,42.6,-114.35,ID,2.62236528,Human,169,18,6,2001,170,19,6,2001,1,0,0,0,1,0,0,0,0,0
ID-SID-G370,TRIUMPH MINE,43.644167,-114.260833,ID,3.237488,Human,224,12,8,2001,228,16,8,2001,4,0,0,0,20,0,0,169,426,4
ID-SID-G378,SUBLETT RESERVOIR,42.322778,-113.052778,ID,28.32802,Lightning,224,12,8,2001,229,17,8,2001,5,31e4,0,0,1,0,0,126,446,6
ID-SID-G421,Oster Pond,42.983056,-114.9325,ID,2.34313194,Human,250,7,9,2001,257,14,9,2001,7,13e5,0,0,30,0,0,34,139,2
ID-SID-G432,Bear Trap,42.912222,-113.671944,ID,2.428116,Lightning,272,29,9,2001,276,30,10,2001,4,25e3,0,0,0,0,0,3,12,1
ID-STF-033,SAGE,43.685556,-114.407222,ID,1.214058,Human,206,25,7,2001,209,28,7,2001,3,0,0,0,150,0,0,194,546,4
ID-STF-062,Johnson Creek,41.9,-113.533333,ID,0.5058575,Lightning,225,13,8,2001,234,22,8,2001,9,0,0,0,0,0,0,50,150,3
ID-SWS-038,Fleming Creek,44.038611,-116.120833,ID,1.71182178,Human,208,27,7,2001,212,31,7,2001,4,811674,0,0,0,0,0,391,678,4
J417,Krum,41.023056,-117.771111,NV,48.56232,Lightning,222,10,8,2001,238,26,8,2001,16,0,0,0,0,0,0,56,56,4
J420,Quinn River,41.608333,-117.500278,NV,5.09499674,Lightning,222,10,8,2001,224,12,8,2001,2,0,0,0,0,0,0,88,151,3
KY-DBF-02042,Redbird Fall Fires,0,0,KY,64.21962134,Human,301,28,10,2001,327,23,11,2001,26,7474434,0,0,300,2,8,603,1439,9
KY-DBF-02089,GREAT GULF,36.845833,-84.547778,KY,3.1565508,Human,315,11,11,2001,324,20,11,2001,9,0,0,0,0,0,0,119,210,3
KY-DBF-02090,Steps II,36.821944,-84.315833,KY,2.61831842,Human,316,12,11,2001,320,16,11,2001,4,0,0,0,0,0,0,51,127,1
KY-DBF-02102,LAUREL BRANCH III,37.318889,-84.119167,KY,1.2545266,Human,321,17,11,2001,324,20,11,2001,3,0,0,0,1,0,0,18,18,2
MN-MNS-032,Caribou WMA,48.97,-96.569167,MN,2.428116,Unk,291,18,10,2001,292,19,10,2001,1,3500,0,0,0,0,0,20,20,1
MN-MNS-123-39,Lake Bottom Fire,48.927778000000004,-95.909722,MN,1.416401,Unk,323,19,11,2001,325,21,11,2001,2,500,0,0,0,1,1,3,3,1
MS-MNF-02005,IMPACT,31.133056,-89.110556,MS,2.02343,Unk,306,2,11,2001,308,4,11,2001,2,5e3,0,0,0,0,0,1,2,1
MT FNF 084,Birk,47.235556,-113.301944,MT,39.14932364,Lightning,256,13,9,2001,334,30,11,2001,78,142200,0,0,0,0,0,45,154,2
MT-BFA-096,Nine Mile,48.5,-113.216667,MT,0.14568696,Human,213,1,8,2001,216,4,8,2001,3,8e5,0,0,0,0,0,207,569,4
MT-BRF-11602,FOOLHEN,45.883333,-114.9,MT,7.6485654,Lightning,201,20,7,2001,304,31,10,2001,103,24500,0,0,0,0,0,2,2,1
MT-CES-061,Jackson Creek,45.739167,-110.8725,MT,0.4856232,Human,262,19,9,2001,265,22,9,2001,3,7e4,0,0,20,0,0,113,252,3
MT-CRA-036,CORRAL CREEK 2,45.366667,-107.066667,MT,1.65516574,Unk,127,7,5,2001,134,14,5,2001,7,0,0,0,3,0,0,150,602,3
