incidentnum,incidentname,lat,long,state,area_km2,cause,sdoy,sday,smonth,syear,edoy,eday,emonth,eyear,report_length,costs,fatalities,home.destroyed,home.threat,max.aerial,tot.aerial,max.pers,tot.pers,max.agency.support
OK-NEU-11-30363,Barber,35.776667,-95.833611,OK,0.05665604,Human,205,24,7,2011,206,25,7,2011,1,3e3,0,0,0,0,0,16,17,2
OK-NEU-11-30366,Diamond Ridge,35.6675,-94.888056,OK,1.08455848,Lightning,206,25,7,2011,212,31,7,2011,6,1e4,0,0,0,0,0,18,26,3
OK-NEU-11-30371,Piney Creek,35.876667,-94.565278,OK,0.3439831,Human,207,26,7,2011,211,30,7,2011,4,12e3,0,0,5,0,0,29,33,3
OK-NEU-11-30376,Colcord,36.275278,-94.680556,OK,1.214058,Human,208,27,7,2011,212,31,7,2011,4,16e3,0,0,13,0,0,64,128,2
OK-NEU-11-30380,Stickross Mountain,35.883056,-95.011111,OK,0.61,Human,208,27,7,2011,212,31,7,2011,4,21e3,0,0,11,0,0,55,110,3
OK-NEU-11-30381,Larson Land & Cattle,36.735833,-94.668611,OK,0.49,Human,208,27,7,2011,212,31,7,2011,4,4e3,0,0,1,0,0,15,17,2
OK-NEU-11-30384,Mud Spring,35.734444,-94.521111,OK,0.47,Human,209,28,7,2011,212,31,7,2011,3,5e3,0,0,0,0,0,4,6,1
OK-NEU-11-30387,White Lighting,35.705833,-94.529167,OK,0.45,Lightning,210,29,7,2011,212,31,7,2011,2,5e3,0,0,0,0,0,2,4,1
OK-NEU-11-30396,Langley Hill,35.640556,-94.634444,OK,0.45,Human,213,1,8,2011,218,6,8,2011,5,5e3,0,0,0,0,0,12,18,3
OK-NEU-11-30408,Cemetary Hill,36.1225,-94.574444,OK,0.49,Human,217,5,8,2011,223,11,8,2011,6,6e3,0,0,1,0,0,4,12,1
OK-NEU-11-30411,Workman Farm,36.001944,-94.965556,OK,1.214058,Human,217,5,8,2011,223,11,8,2011,6,12e3,0,1,42,0,0,69,207,3
OK-NEU-11-30416,Dahlonegah,35.743333,-94.948333,OK,0.404686,Human,218,6,8,2011,223,11,8,2011,5,6e3,0,0,22,0,0,24,72,3
OK-NEU-11-30420,Low Gap,35.608333,-94.715833,OK,1.44,Human,218,6,8,2011,223,11,8,2011,5,7500,0,0,3,0,0,16,48,2
OK-NEU-11-30427,Friend Fire,36.788333,-94.653333,OK,0.81,Unk,219,7,8,2011,223,11,8,2011,4,8e3,0,0,3,0,0,60,120,2
OK-NEU-11-30434,County Line,36.667778,-94.630833,OK,2.35,Human,220,8,8,2011,223,11,8,2011,3,8e3,0,1,9,0,0,43,86,3
OK-NEU-11-30441,Crow,35.931667,-94.769167,OK,2.02343,Lightning,229,17,8,2011,234,22,8,2011,5,12e3,0,0,2,0,0,14,20,3
OK-NEU-11-30460,Walker Gap,35.636389,-94.649722,OK,1.56,Human,248,5,9,2011,252,9,9,2011,4,8500,0,0,0,0,0,4,8,1
OK-NEU-11-30472,Pine Valley,36.069167,-94.888056,OK,0.49,Human,252,9,9,2011,256,13,9,2011,4,5e3,0,0,5,0,0,22,44,3
OK-NEU-11-30480,Gruber,35.705278,-95.198611,OK,15.9446284,Human,255,12,9,2011,262,19,9,2011,7,5e4,0,0,0,0,0,27,39,3
OK-NEU-11-30481,Crow Hollow,35.915556,-94.761667,OK,1,Human,256,13,9,2011,262,19,9,2011,6,6e3,0,0,0,0,0,23,23,3
OK-NEU-11-30514,Hilltop Rd,35.754722,-95.151389,OK,0.51,Human,303,30,10,2011,308,30,11,2011,5,4800,0,0,0,0,0,8,10,2
OK-NEU-11-30538,Dam-14,35.708611,-94.7675,OK,0.69,Human,365,31,12,2011,365,31,12,2011,0,2500,0,0,0,0,0,10,10,3
OK-NEU-11-40302,P bar H Ranch,35.841667,-95.819444,OK,3.642174,Human,95,5,4,2011,99,9,4,2011,4,1e4,0,0,0,0,0,16,32,2
OK-NEU-11-40303,Shell Creek,36.177778000000004,-96.175556,OK,0.202343,Human,95,5,4,2011,99,9,4,2011,4,15e3,0,0,0,0,0,12,24,2
OK-NEU-11-40304,Turkey Mountain,36.070833,-95.993611,OK,0.71,Human,64,5,3,2011,99,9,4,2011,35,2e4,0,0,0,0,0,24,48,2
OK-NEU-11-40305,Watova,36.619167,-95.589722,OK,0.5260918,Human,102,12,4,2011,107,17,4,2011,5,15e3,0,0,4,0,0,11,22,2
OK-NEU-11-40307,Conners,35.388056,-95.336944,OK,0.61,Human,186,5,7,2011,189,8,7,2011,3,5e3,0,0,0,0,0,12,24,2
OK-NEU-1130297,ADDIELEE ROAD,35.945278,-94.627222,OK,2.87,Human,110,20,4,2011,111,21,4,2011,1,5e3,0,0,0,0,0,4,6,1
OK-NEU-30496,Sugar Hill,35.545,-95.054167,OK,0.8903092,Human,278,5,10,2011,284,11,10,2011,6,12500,0,0,0,0,0,12,24,2
OK-OKS-10290A,Alikchi,34.150278,-95.033611,OK,4.05,Human,192,11,7,2011,199,18,7,2011,7,6e4,0,0,0,0,0,5,5,2
OK-OKS-11-10195,Lamey Slash,34.169167,-95.768056,OK,0.49,Human,96,6,4,2011,98,8,4,2011,2,2500,0,0,0,0,0,5,7,1
OK-OKS-11-10197,Lick Skillet,34.053889,-95.214722,OK,1.214058,Human,96,6,4,2011,98,8,4,2011,2,3e3,0,0,0,0,0,8,10,1
OK-OKS-511001,Washita Creek,34.826111,-98.127778,OK,2.43,Human,97,7,4,2011,108,18,4,2011,11,25e3,0,2,12,0,0,86,139,3
OK-OKS-511002,Cement,34.929167,-98.14,OK,11.94,Unk,105,15,4,2011,141,21,5,2011,36,2e5,0,3,150,0,0,57,138,5
OK-OKS-511003,Powerline,35.257778,-96.542222,OK,2.9137392,Human,184,3,7,2011,193,12,7,2011,9,15e3,0,0,25,0,0,74,148,3
OK-OKS-511004,Arbuckle Complex,34.3625,-97.061111,OK,19.40064684,Lightning,195,14,7,2011,202,21,7,2011,7,6e4,0,0,200,0,0,46,161,4
OK-OKS-511005,Highway 30,35.030556,-99.885278,OK,5.6049011,Lightning,221,9,8,2011,231,19,8,2011,10,35e3,0,0,0,0,0,16,16,2
OK-OKS-511006,63rd Street,35.535556,-97.415,OK,8.87071712,Human,242,30,8,2011,246,31,9,2011,4,9e5,0,25,600,0,0,1012,1874,2
OK-OKS-A492,Cypress Creek,34.113611,-95.038611,OK,0.45,Human,236,24,8,2011,241,29,8,2011,5,15e3,0,0,1,0,0,53,96,3
OK-OMA-011003,CUKORAKKO,35.5225,-95.764167,OK,0.543897984,Human,7,7,1,2011,15,15,1,2011,8,600,0,0,3,0,0,2,2,1
OK-OMA-011004,KEHAYKE,35.350278,-96.063056,OK,0.79,Unk,8,8,1,2011,15,15,1,2011,7,2700,0,0,1,0,0,9,9,2
OK-OMA-011012,LVCCE,35.200833,-95.979722,OK,0.78,Human,29,29,1,2011,45,30,2,2011,16,600,0,0,1,0,0,3,3,1
OK-OMA-011016,ECCUSTE,35.199167,-95.860556,OK,1.25047974,Human,29,29,1,2011,45,30,2,2011,16,750,0,0,4,0,0,14,14,1
OK-OMA-011064,BOLE FIRE,35.478889,-96.441667,OK,0.66,Human,90,31,3,2011,92,2,4,2011,2,1e3,0,0,2,0,0,22,44,2
OK-OMA-011070,NATSEWAY,35.961389,-96.566667,OK,2.37,Human,94,4,4,2011,101,11,4,2011,7,2e3,0,0,12,0,0,11,16,2
OK-OMA-011089,Turnpike,35.265,-95.952778,OK,2.27,Human,188,7,7,2011,193,12,7,2011,5,5e3,0,0,1,0,0,18,36,1
OK-OMA-011091,Tick Haven,35.139444,-96.123611,OK,2.37145996,Human,192,11,7,2011,197,16,7,2011,5,12e3,0,0,0,0,0,6,6,1
OK-OMA-011100,Gobbler Creek,35.123889,-96.075833,OK,3.33056578,Unk,212,31,7,2011,222,10,8,2011,10,2e4,0,0,3,0,0,20,42,2
OK-OMA-011101,Muddy Water,35.199167,-95.963889,OK,0.64345074,Human,215,3,8,2011,220,8,8,2011,5,15e3,0,0,0,0,0,16,22,2
OK-OMA-011106,Graves Creek,35.144722,-96.266944,OK,0.88,Unk,232,20,8,2011,243,31,8,2011,11,15e3,0,0,0,0,0,5,12,1
OK-OMA-011110,Three Horses,35.4025,-96.141944,OK,2.67,Human,185,4,7,2011,262,19,9,2011,77,25e3,0,0,10,0,0,37,77,2
OK-OMA-011117,Dormitory,35.284722,-95.598056,OK,1.42,Human,279,6,10,2011,287,14,10,2011,8,2e4,0,0,30,0,0,12,27,1
OK-OSA-011-043,Kentucky Rain,36.579167,-96.068056,OK,10.96294374,Human,70,11,3,2011,74,15,3,2011,4,2e4,0,0,3,0,0,7,9,1
OK-OSA-011035,WEST,36.636944,-96.266667,OK,5.3620895,Human,60,1,3,2011,71,12,3,2011,11,25e3,0,0,6,0,0,6,12,1
OK-OSA-011091,Terrapin,36.780556,-96.198611,OK,2.22,Human,190,9,7,2011,194,13,7,2011,4,8e3,0,0,43,0,0,26,80,2
OK-OSA-011092,Too Hot,36.373333,-96.306389,OK,0.682705282,Human,188,7,7,2011,194,13,7,2011,6,1e4,0,0,0,0,0,2,4,1
OK-OSA-011102,Kojak,36.476944,-96.636944,OK,3.7433455,Lightning,216,4,8,2011,220,8,8,2011,4,8e3,0,0,0,0,0,5,5,1
OK-OSA-011105,Toothman 2,36.325833,-96.222778,OK,8.6602804,Lightning,217,5,8,2011,228,16,8,2011,11,18e3,0,0,0,0,0,13,29,1
OK-OSA-011107,Gurney,36.627222,-96.446944,OK,1.89,Unk,220,8,8,2011,229,17,8,2011,9,1e4,0,0,0,0,0,14,22,1
OK-SEU-11_10517,Blue Hole,34.0975,-94.7175,OK,2.7518648,Lightning,245,2,9,2011,250,7,9,2011,5,155e3,0,0,2,0,0,62,198,4
OK-SEU-11_10519,Pine Top,33.993611,-94.683333,OK,2.7518648,Human,245,2,9,2011,250,7,9,2011,5,255e3,0,0,15,0,0,55,69,3
OK-SEU-11-10046,Billy Bryant,34.503611,-96.013889,OK,2.7518648,Human,53,22,2,2011,56,25,2,2011,3,3e3,0,0,0,0,0,10,23,2
OK-SEU-11-10057,Deer Meadow,34.371389,-95.653333,OK,0.00404686,Human,62,3,3,2011,63,4,3,2011,1,1500,0,0,1,0,0,2,4,1
OK-SEU-11-10062,WOODS,34.544444,-95.970278,OK,1.7401498,Human,64,5,3,2011,66,7,3,2011,2,3100,0,0,0,0,0,8,10,1
OK-SEU-11-10068,Duncan Loop,34.641944,-95.1875,OK,0.00809372,Human,69,10,3,2011,71,12,3,2011,2,1500,0,1,0,0,0,7,19,2
OK-SEU-11-10069,Cooper Fire,34.553056,-95.861944,OK,0.3237488,Human,69,10,3,2011,73,14,3,2011,4,2100,0,0,0,0,0,4,8,1
OK-SEU-11-10071,Blowup Canyon,34.620556,-95.895833,OK,1.38,Human,69,10,3,2011,72,13,3,2011,3,3e3,0,0,3,0,0,12,24,2
OK-SEU-11-10081,Valley X,34.553056,-95.861944,OK,3.24,Human,70,11,3,2011,73,14,3,2011,3,3e3,0,0,0,0,0,8,12,1
OK-SEU-11-10085,Middle Mountain,34.656944,-95.517222,OK,6.474976,Human,70,11,3,2011,73,14,3,2011,3,3400,0,0,0,0,0,6,8,1
OK-SEU-11-10086,Limestone,34.8125,-95.895,OK,3.642174,Human,70,11,3,2011,73,14,3,2011,3,4e3,0,0,1,0,0,10,12,1
OK-SEU-11-10090,Horsley,34.576667,-95.860833,OK,1.1533551,Human,71,12,3,2011,73,14,3,2011,2,3400,0,0,0,0,0,9,18,2
OK-SEU-11-10091,DOK FIRE,34.401944,-95.949722,OK,1.9424928,Human,71,12,3,2011,72,13,3,2011,1,2800,0,0,0,0,0,11,18,2
OK-SEU-11-10098,Reynolds Lake,34.626667,-95.994444,OK,1.54,Human,72,13,3,2011,73,14,3,2011,1,2e3,0,0,0,0,0,4,6,1
OK-SEU-11-10100,Hewitt Mountain,34.585278,-95.783056,OK,0.4856232,Human,76,17,3,2011,79,20,3,2011,3,2e3,0,0,0,0,0,4,8,1
OK-SEU-11-10105,High Center,34.649722,-95.92,OK,2.43,Human,76,17,3,2011,81,22,3,2011,5,3700,0,0,1,0,0,14,26,2
OK-SEU-11-101162,Chickasaw Fire,34.467222,-96.001944,OK,1.214058,Human,84,25,3,2011,85,26,3,2011,1,4e3,0,0,1,0,0,4,6,1
OK-SEU-11-10121,Prairie Hollow,34.361944,-95.8475,OK,0.73,Human,78,19,3,2011,81,22,3,2011,3,3e3,0,0,0,0,0,5,9,1
OK-SEU-11-10132,Bread Town,34.482778,-96.016389,OK,3.5612368,Human,79,20,3,2011,82,23,3,2011,3,3700,0,0,2,0,0,13,44,2
OK-SEU-11-10136,Willie Bar,34.630556,-95.221667,OK,0.75,Human,79,20,3,2011,80,21,3,2011,1,2e3,0,0,0,0,0,5,10,2
OK-SEU-11-10155,Two Potato,34.690278,-95.184167,OK,6.18,Human,82,23,3,2011,87,28,3,2011,5,5e3,0,0,2,0,0,21,30,1
OK-SEU-11-10159,Dogwood,34.163611,-95.776667,OK,1.011715,Human,83,24,3,2011,84,25,3,2011,1,2500,0,0,0,0,0,9,11,1
OK-SEU-11-10165,Bailey's Slough,33.969722,-94.600556,OK,1.011715,Human,85,26,3,2011,91,28,4,2011,6,4500,0,0,0,0,0,22,70,3
OK-SEU-11-10170,Sweet Potato,34.657222,-95.174722,OK,1.1938237,Human,85,26,3,2011,87,28,3,2011,2,4e3,0,0,1,0,0,6,8,1
OK-SEU-11-10214,Wildlife Trail,34.536111,-95.926111,OK,1.214058,Lightning,102,12,4,2011,105,15,4,2011,3,3500,0,0,0,0,0,6,8,1
OK-SEU-11-10215,Split Oak,34.621389,-95.500556,OK,0.81,Lightning,102,12,4,2011,105,15,4,2011,3,4e3,0,0,0,0,0,9,14,2
OK-SEU-11-10239,White Rock Curve,34.140556,-94.596111,OK,0.65,Human,166,15,6,2011,171,20,6,2011,5,7200,0,0,0,0,0,14,46,3
OK-SEU-11-10243,Fobb Ridge,34.494444,-95.586944,OK,2.23,Lightning,167,16,6,2011,174,23,6,2011,7,6e3,0,0,0,0,0,9,29,1
OK-SEU-11-10246,Evans Fire,34.526111,-95.882222,OK,0.65,Lightning,168,17,6,2011,171,20,6,2011,3,3e3,0,0,1,0,0,7,13,1
OK-SEU-11-10305,Nolia Loop,34.476111,-95.152222,OK,0.46134204,Human,197,16,7,2011,200,19,7,2011,3,3e3,0,0,0,0,0,6,8,1
OK-SEU-11-10339,Bogalie,33.963056,-94.6,OK,2.43,Human,205,24,7,2011,210,29,7,2011,5,2e4,0,0,1,0,0,29,86,3
OK-SEU-11-10358,Parker Mountain Fire,34.333333,-95.683333,OK,2.43,Human,208,27,7,2011,219,29,8,2011,11,25e3,0,0,0,0,0,32,86,3
OK-SEU-11-10366C,Beech Creek,34.510278,-94.534167,OK,0.51,Human,232,20,8,2011,234,22,8,2011,2,3e3,0,0,0,0,0,10,17,3
OK-SEU-11-10400,Blue Gate Fire,34.456389,-95.290556,OK,2.43,Lightning,216,4,8,2011,221,9,8,2011,5,5e3,0,0,0,0,0,15,24,2
OK-SEU-11-10409,Black Fork,34.584167,-95.093333,OK,1.46,Lightning,217,5,8,2011,221,9,8,2011,4,4e3,0,0,0,0,0,12,18,2
OK-SEU-11-10425,TNT,34.105,-94.760556,OK,0.59084156,Human,218,6,8,2011,223,11,8,2011,5,22e3,0,0,6,0,0,45,132,4
OK-SEU-11-10427,Dog Creek,34.296667,-95.265,OK,1.011715,Human,218,6,8,2011,221,9,8,2011,3,3e3,0,0,0,0,0,12,19,2
OK-SEU-11-10437,Crumb Creek Trail,34.602222,-95.456111,OK,0.1214058,Lightning,220,8,8,2011,221,9,8,2011,1,5e4,0,0,0,0,0,6,8,1
OK-SEU-11-10444,Knot on the tree,34.466389,-95.488611,OK,0.73,Lightning,221,9,8,2011,227,15,8,2011,6,3500,0,0,0,0,0,8,14,2
OK-SEU-11-10447,Wildcat Creek Fire,34.321667,-95.959722,OK,1.31118264,Lightning,221,9,8,2011,227,15,8,2011,6,32e3,0,0,0,0,0,20,34,4
OK-SEU-11-10461,Endland Fire,33.828333,-94.584722,OK,0.00404686,Lightning,224,12,8,2011,227,15,8,2011,3,33e3,0,1,0,0,0,15,30,2
OK-SEU-11-10465,Chimichanga,33.951667,-94.997222,OK,0.06879662,Human,228,16,8,2011,230,18,8,2011,2,3e4,0,4,8,0,0,12,36,2
OK-SEU-11-10526,Caney Creek,34.25,-95.216667,OK,8.54,Human,247,4,9,2011,254,11,9,2011,7,7e4,0,0,16,0,0,29,73,3
OK-SEU-11-10532,County Line Road,34.163333,-95.591111,OK,0.09307778,Human,249,6,9,2011,251,8,9,2011,2,21e3,0,0,1,0,0,27,51,3
OK-SEU-11-10533,Sherman Road,34.377222,-95.633889,OK,0.0809372,Human,250,7,9,2011,254,11,9,2011,4,5e5,0,5,11,0,0,6,10,2
OK-SEU-11-10539,Ethan Allen,34.419444,-96.099167,OK,1.2949952,Human,250,7,9,2011,254,11,9,2011,4,5e3,0,0,2,0,0,30,57,2
OK-SEU-11-10562,Rock Creek,34.311111,-94.966667,OK,0.77,Human,257,14,9,2011,263,20,9,2011,6,1e4,0,0,0,0,0,35,66,4
OK-SEU-11-10575,Fobb Ridge 2,34.523611,-95.223056,OK,0.77,Human,268,25,9,2011,270,27,9,2011,2,5e3,0,0,0,0,0,11,18,2
OK-SEU-11-10583,West Fork,34.324167,-94.933889,OK,0.48,Human,272,29,9,2011,276,30,10,2011,4,1e4,0,0,0,0,0,27,49,4
OK-SEU-11-41006,Crystal,34.186944,-95.921389,OK,0.8498406,Human,81,22,3,2011,82,23,3,2011,1,3800,0,0,5,0,0,9,16,2
OK-SEU-11-41008,Crocked Bridge,34.058611,-95.959444,OK,1.011715,Human,99,9,4,2011,101,11,4,2011,2,4e3,0,0,3,0,0,30,57,2
OK-SEU-11-41025,Coffey,33.966389,-94.789722,OK,1.0926522,Human,227,15,8,2011,230,18,8,2011,3,6800,0,0,0,0,0,41,109,2
OK-SEU-11-41032,Messer Bottoms,34.141667,-95.471111,OK,0.5665604,Human,232,20,8,2011,234,22,8,2011,2,3500,0,0,0,0,0,16,26,2
OK-SEU-11-41033,Forest Grove Water tower fire,33.9575,-94.956111,OK,0.02428116,Lightning,232,20,8,2011,234,22,8,2011,2,4e3,0,0,2,0,0,36,69,2
OK-SEU-11-41044,Slash Creek,33.981111,-95.949444,OK,0.76080968,Human,267,24,9,2011,269,26,9,2011,2,5e3,0,0,1,0,0,6,8,1
OK-SEU-41009,Turkey Springs Fire,36.833333,-98.966667,OK,20.841329000000002,Unk,154,3,6,2011,165,14,6,2011,11,7e4,0,0,4,0,0,99,99,3
OK-SHA-001135,Deep Rock,36.029167,-96.694556,OK,2.7720991,Human,216,4,8,2011,227,15,8,2011,11,12e3,0,0,10,0,0,3,9,1
OK-WEA-000012,Davis,34.918889,-96.525556,OK,0.106027732,Unk,45,14,2,2011,49,18,2,2011,4,92e3,0,1,2,0,0,19,19,2
OK-WEA-011031,Gas Leak,35.262778,-96.536944,OK,2.34,Human,188,7,7,2011,194,13,7,2011,6,5e3,0,0,1,0,0,16,16,1
OK-WEA-011033,Grasshopper,35.305833,-96.540278,OK,0.68391934,Human,199,18,7,2011,207,26,7,2011,8,1e4,0,0,1,0,0,34,71,2
OK-WMR-,Sandy Creek,33.6825,-96.848333,OK,2.02343,Unk,192,11,7,2011,199,18,7,2011,7,5e3,0,0,1,0,0,0,0,0
OK-WMR-000001,Indiahoma Wye,34.688889,-98.703333,OK,11.74,Human,102,12,4,2011,115,25,4,2011,13,725e3,0,0,8,0,0,149,883,6
OK-WMR-011088,Ferguson,34.711111,-98.8,OK,161.88249372,Unk,244,1,9,2011,259,16,9,2011,15,3435807,0,11,144,0,0,345,2503,10
OK-WMR-011090,TIMBER HILL,34.718333,-98.671944,OK,1.0521836,Human,268,25,9,2011,273,30,9,2011,5,5e4,0,0,0,0,0,22,49,2
OR-712-012511,North River Road,42.409444,-123.147222,OR,2.29,Unk,230,18,8,2011,232,20,8,2011,2,4e5,0,0,0,0,0,363,1089,4
OR-952S-010135,Theimer #2,44.748611,-119.000556,OR,1.12,Human,233,21,8,2011,287,23,10,2011,54,4e5,0,0,0,0,0,174,464,5
OR-97S-000017,Elephant Rock,45.719444,-118.325833,OR,1.32,Unk,239,27,8,2011,242,30,8,2011,3,403e3,0,0,0,0,0,4,4,2
OR-BUD-10167,DSL Complex,43.096944,-118.235278,OR,28.18233304,Lightning,205,24,7,2011,240,28,8,2011,35,35e4,0,0,0,0,0,128,281,2
OR-BUD-10178,Smyth Creek,42.982778,-118.538333,OR,7.81448666,Lightning,237,25,8,2011,339,31,12,2011,102,525e3,0,0,2,0,0,150,682,4
OR-BUD-10179,Desert Meadows,42.683333,-118.726111,OR,8.57,Lightning,237,25,8,2011,339,31,12,2011,102,5e5,0,0,0,0,0,90,449,4
OR-BUD-10184,Lauserica,42.593611,-118.793611,OR,3.24,Lightning,238,26,8,2011,284,31,10,2011,46,2e4,0,0,0,0,0,64,223,2
OR-BUD-10221,Buckskin,42.245278,-118.491944,OR,21.45,Lightning,258,15,9,2011,284,17,10,2011,26,85e3,0,0,2,0,0,0,0,0
OR-BUD-10240,Catlow,42.557222,-119.050278,OR,21.45,Lightning,274,1,10,2011,284,11,10,2011,10,5e4,0,0,1,0,0,18,24,2
OR-CLP-110110,Red Cone,43.003333,-122.1975,OR,5.53,Lightning,232,20,8,2011,268,31,9,2011,36,458500,0,0,0,0,0,61,666,6
OR-DEF-000818,WASCO LAKE,44.51,-121.810278,OR,0.81,Human,266,23,9,2011,295,29,10,2011,29,23e3,0,0,0,0,0,5,10,1
OR-DEF-0676,SHADOW LAKE,44.46,-121.824167,OR,40.47,Lightning,240,28,8,2011,322,31,11,2011,82,9555601,0,0,0,0,0,734,9181,7
OR-FWF-110159,Holly,43.161111,-122.028611,OR,0.12545266,Lightning,237,25,8,2011,314,30,11,2011,77,0,0,0,0,0,0,1,9,1
OR-LAD-110652,Ana Complex,42.985833,-120.985278,OR,1.214058,Lightning,220,8,8,2011,257,14,9,2011,37,669579,0,0,7,0,0,146,287,6
OR-LAD-110690,Buffalo,43.3,-120.516667,OR,8.09,Lightning,251,8,9,2011,265,22,9,2011,14,45e3,0,0,0,0,0,0,0,0
OR-LAD-110692,GARDEN,43.471389,-120.959167,OR,28.33,Lightning,251,8,9,2011,263,20,9,2011,12,1345058,0,0,1,0,0,195,589,8
OR-MAF-011244,9/4 Complex,44.560278,-119.045,OR,0.3439831,Human,247,4,9,2011,306,16,11,2011,59,6e5,0,0,1,0,0,153,532,4
OR-MHF-000362,Mother Lode,44.856111,-122.10555600000001,OR,11.46070752,Lightning,238,26,8,2011,286,29,10,2011,48,5e6,0,0,0,0,0,189,3031,9
OR-MHF-000382,Dollar Lake,45.472778,-121.641667,OR,25.51140544,Lightning,239,27,8,2011,286,31,10,2011,47,15826319,0,0,25,0,0,881,17417,10
OR-OCF-000815,ALDER SPRINGS,44.4425,-121.38,OR,6.474976,Human,265,22,9,2011,270,27,9,2011,5,395e3,0,0,5,0,0,237,689,4
OR-PRD--000324,SUTTON MOUNTAIN,44.721389,-120.228611,OR,19.13,Lightning,214,2,8,2011,228,16,8,2011,14,21e4,0,0,0,0,0,41,165,3
OR-PRD-000314,DEADMAN CANYON,44.8575,-120.796111,OR,15.66,Lightning,213,1,8,2011,306,6,8,2011,93,68e4,0,0,7,0,0,196,473,4
OR-PRD-000328,BROWN ROAD,45.301111,-121.017222,OR,22.864759,Human,216,4,8,2011,288,15,8,2011,8,581e3,0,0,2,0,0,325,851,4
OR-PRD-000426,ELK,44.638333,-121.21,OR,4.25324986,Human,234,22,8,2011,257,24,9,2011,23,5e5,0,0,12,0,0,96,192,4
OR-PRD-000430,FOUR MILE CANYON,45.545278,-120.906944,OR,5.62,Unk,234,22,8,2011,257,24,9,2011,23,13e3,0,0,0,0,0,0,0,0
OR-PRD-000431,FREE BRIDGE 2,45.5575,-120.916667,OR,6.12,Unk,234,22,8,2011,259,24,9,2011,25,1e4,0,0,0,0,0,9,9,2
OR-PRD-000511,HANCOCK COMPLEX,44.931111,-120.431389,OR,238.76474,Lightning,236,24,8,2011,259,31,9,2011,23,3e6,0,0,15,0,0,354,2426,8
OR-PRD-0614,DEAD DOG,44.729722,-120.138056,OR,10.12,Lightning,237,25,8,2011,244,31,9,2011,7,186e3,0,0,0,0,0,48,201,2
OR-PRD-0615,INCIDENT 615,44.723056,-120.125833,OR,2.428116,Lightning,237,25,8,2011,245,30,9,2011,8,5100,0,0,0,0,0,6,13,1
OR-PRD-0848,MURDERERS CREEK,44.313611,-119.442778,OR,4.5324832,Lightning,213,1,8,2011,314,19,11,2011,93,855743,0,0,0,0,0,257,762,3
OR-RSF-110494,Lone Mountain,42.021944,-123.773611,OR,1.011715,Unk,252,9,9,2011,256,13,9,2011,4,4e5,0,0,3,0,0,200,544,5
OR-RSF-P6GEX3,Little Butte,42.341389,-122.44,OR,1.89,Unk,248,5,9,2011,257,14,9,2011,9,184e4,0,0,2,0,0,590,2675,6
OR-UPF-110142,GARWOOD,43.148333,-122.29,OR,4.05,Lightning,236,24,8,2011,269,29,9,2011,33,3e5,0,0,0,0,0,125,152,1
OR-UPF-110278,Umpqua Complex,43.246389,-122.371944,OR,4.12375034,Lightning,251,8,9,2011,291,26,9,2011,40,64e5,0,0,0,0,0,748,5135,9
OR-VAD-000061,Sand Springs,42.966667,-117.759722,OR,25.04,Lightning,212,31,7,2011,216,31,8,2011,4,45e4,0,0,0,0,0,97,284,3
OR-VAD-000084,Crooked Creek,42.763611,-117.756667,OR,2.02343,Lightning,218,6,8,2011,221,9,8,2011,3,26e3,0,0,0,0,0,3,3,1
OR-VAD-000087,Pascual 1,42.898333,-117.601667,OR,7.05,Lightning,218,6,8,2011,222,10,8,2011,4,225e3,0,0,10,0,0,27,77,2
OR-VAD-00041,Whitehorse,42.504722,-117.916389,OR,2.24196044,Lightning,196,15,7,2011,198,17,7,2011,2,2e4,0,0,0,0,0,25,25,1
OR-VAD-00057,Jackie's Butte,42.583889,-117.640278,OR,3.642174,Lightning,211,30,7,2011,213,30,8,2011,2,3e4,0,0,0,0,0,0,0,0
OR-VAD-0116,West Little Fire,42.358333,-117.220833,OR,17.81,Lightning,236,24,8,2011,242,30,8,2011,6,6e5,0,0,0,0,0,105,389,3
OR-VAD-083,Clarks Butte,43.065278,-117.518889,OR,53.82,Lightning,218,6,8,2011,224,12,8,2011,6,95e4,0,0,0,0,0,200,923,4
OR-VAD-085,Jordan Craters,43.114167,-117.461389,OR,2.27,Lightning,218,6,8,2011,221,9,8,2011,3,26e3,0,0,0,0,0,3,3,1
OR-VAD-086,Bogus Fire,42.958333,-117.636389,OR,0.86198118,Lightning,218,6,8,2011,221,9,8,2011,3,16e3,0,0,0,0,0,0,0,0
OR-VAD-124,Vines Hill,43.916389,-117.460833,OR,4.98168466,Lightning,237,25,8,2011,240,28,8,2011,3,22e4,0,0,0,0,0,65,120,2
OR-WIF-110059,Substitute Fire,44.105,-121.893889,OR,0.46943576,Lightning,236,24,8,2011,286,27,10,2011,50,75e4,0,0,0,0,0,107,1025,4
OR-WSA-000093,webster,44.825,-121.120833,OR,6.07029,Lightning,236,24,8,2011,264,31,9,2011,28,3e4,0,0,0,0,0,5,13,1
OR-WSA-000108,High Cascades,44.766667,-121.233333,OR,437.68409644,Lightning,236,24,8,2011,264,31,9,2011,28,29e6,0,0,190,0,0,2412,32311,10
OR-WSA-00065,4612 UDC,44.783333,-121.258333,OR,5.31352718,Human,188,7,7,2011,194,13,7,2011,6,15e4,0,0,0,0,0,0,0,0
